age_yr_BP,median_mm_yr,p16_mm_yr,p84_mm_yr,p2p5_mm_yr,p97p5_mm_yr
21583.633027522934,0.08812521218327529,0.08653076036521155,0.08969099705129038,0.0851535386155206,0.09120610227322981
19840.0,0.08838782588007277,0.06745980485194587,0.10967755751260061,0.04875195726809005,0.13060938138421302
13820.0,0.018095044927302135,0.012135882008013861,0.023950750019403833,0.006607711045559171,0.029787219276968917
0.0,0.06536432955088234,0.0630471902989746,0.06765364549713125,0.06092366755225388,0.07012322085645713
